"cid","cmpdname","cmpdsynonym","mw","mf","polararea","complexity","xlogp","heavycnt","hbonddonor","hbondacc","rotbonds","inchi","isosmiles","inchikey","iupacname","meshheadings","annothits","annothitcnt","aids","cidcdate","sidsrcname","depcatg","annotation"
129882466,"Fructose-1,6-bisphosphate lead","fructose-1,6-bisphosphate lead",543.000,"C6H10O12P2Pb",167.000,542.000,"",21,3,12,0,"InChI=1S/C6H14O12P2.Pb/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16;/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16);/q;+4/p-4/t3-,5-,6+;/m0./s1","C1[C@@H]([C@@H]([C@@H](C(=O)COP2(=O)O[Pb]3(O2)OP(=O)(O1)O3)O)O)O","AWGAJWFHIKQZRB-NOKBIWDWSA-J","(7S,8S,9S)-7,8,9-trihydroxy-3,12-dioxo-2,4,11,13,14,15-hexaoxa-3lambda5,12lambda5-diphospha-1-plumbatricyclo[10.1.1.11,3]pentadecan-6-one","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129831314,"1-O-Acryloyl-d-fructose","1-O-acryloyl-d-fructose",235.210,"C9H14O7",124.000,263.000,-2.100,16,4,7,8,"InChI=1S/C9H14O7/c1-2-7(13)16-4-6(12)9(15)8(14)5(11)3-10/h2,5,8-11,14-15H,1,3-4H2/t5-,8-,9-/m1/s1/i1D","[2H]C=CC(=O)OCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","KCXGWHNWWXCMSX-MFOMCIFNSA-N","[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl] 3-deuterioprop-2-enoate","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129731666,"Galactosyl-beta-d-fructose","galactosyl-beta-d-fructose",342.300,"C12H22O11",201.000,409.000,-4.400,23,9,11,4,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)9(22-3)11(20)12(21)10(19)6(16)4(2-14)23-12/h3-11,13-21H,1-2H2/t3-,4-,5+,6-,7+,8-,9?,10+,11?,12+/m1/s1","C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)C([C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O)O","SGIJDSZBUXUVBX-YXJLPTDMSA-N","(2R,3R,4S,5R)-2-(hydroxymethyl)-6-[hydroxy-[(2S,3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl]oxane-3,4,5-triol","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129728754,"Strontium fructose 1,6-diphosphate","strontium fructose 1,6-diphosphate",511.300,"C6H10O12P2Sr2",223.000,387.000,"",22,3,12,7,"InChI=1S/C6H14O12P2.2Sr/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16;;/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16);;/q;2*+2/p-4/t3-,5-,6-;;/m1../s1","C([C@H]([C@H]([C@@H](C(=O)COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-].[Sr+2].[Sr+2]","QQBHEDYCJHARBS-ABICQQBESA-J","distrontium;[(2R,3R,4S)-2,3,4-trihydroxy-5-oxo-6-phosphonatooxyhexyl] phosphate","","Classification|Literature|Names and Identifiers|Patents|Pharmacology and Biochemistry",5,"",20170913,"PATENTSCOPE (WIPO)|Springer Nature","Governmental Organizations|Journal Publishers",""
129719538,"Nitro-fructose","nitro-fructose",225.150,"C6H11NO8",164.000,238.000,-3.100,15,5,8,5,"InChI=1S/C6H11NO8/c8-1-2(9)3(10)4(11)5(12)6(13)7(14)15/h2-4,6,8-11,13H,1H2/t2-,3-,4+,6?/m1/s1","C([C@H]([C@H]([C@@H](C(=O)C([N+](=O)[O-])O)O)O)O)O","SDRKABSIZNIVFS-SVXWRWBYSA-N","(3S,4R,5R)-1,3,4,5,6-pentahydroxy-1-nitrohexan-2-one","","Literature|Patents",2,"",20170913,"Google Patents|Springer Nature","Journal Publishers|Research and Development",""
129718578,"Fructose glutarate","fructose glutarate",308.240,"C11H16O10",163.000,419.000,-3.000,21,5,10,1,"InChI=1S/C11H16O10/c12-4-10(18)8(16)7(15)9(17)11(21-10)19-5(13)2-1-3-6(14)20-11/h7-9,12,15-18H,1-4H2/t7-,8-,9-,10-/m0/s1","C1CC(=O)OC2([C@H]([C@H]([C@@H]([C@@](O2)(CO)O)O)O)O)OC(=O)C1","FAQMLIPKVUZCOY-XKNYDFJKSA-N","(2S,3S,4S,5S)-2,3,4,5-tetrahydroxy-2-(hydroxymethyl)-1,7,13-trioxaspiro[5.7]tridecane-8,12-dione","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129718162,"Fructose gluconate pyruvate","fructose gluconate pyruvate",460.340,"C15H24O16",281.000,641.000,-6.100,31,10,16,12,"InChI=1S/C15H24O16/c16-2-5(19)7(20)9(22)11(24)14(27)31-30-13(26)4(18)1-6-8(21)10(23)12(25)15(28,3-17)29-6/h5-12,16-17,19-25,28H,1-3H2/t5?,6?,7?,8-,9?,10-,11?,12+,15+/m1/s1","C(C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O)C(=O)C(=O)OOC(=O)C(C(C(C(CO)O)O)O)O","QAIZJDLMCOIJNH-QVAUUBKDSA-N","[2-oxo-3-[(3S,4R,5S,6S)-3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl]propanoyl] 2,3,4,5,6-pentahydroxyhexaneperoxoate","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129717602,"Fructose acetate propionate acetate","fructose acetate propionate acetate",368.290,"C13H20O12",189.000,507.000,-2.400,25,5,12,9,"InChI=1S/C13H20O12/c1-3-6(16)24-25-12(20)10(22-5(2)15)9-7(17)8(18)11(19)13(21,4-14)23-9/h7-11,14,17-19,21H,3-4H2,1-2H3/t7-,8+,9?,10?,11-,13-/m0/s1","CCC(=O)OOC(=O)C(C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O)OC(=O)C","QYPOMNXKBOKYCF-QEXWUNRISA-N","[2-oxo-2-propanoylperoxy-1-[(3S,4R,5S,6S)-3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl]ethyl] acetate","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129679394,"Fructose pyruvate lactate","fructose pyruvate lactate",354.260,"C12H18O12",200.000,520.000,-2.800,24,6,12,7,"InChI=1S/C12H18O12/c1-4(14)9(18)23-24-10(19)11(2,20)8-6(16)5(15)7(17)12(21,3-13)22-8/h5-8,13,15-17,20-21H,3H2,1-2H3/t5-,6+,7+,8?,11?,12+/m1/s1","CC(=O)C(=O)OOC(=O)C(C)(C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O)O","JMAQAFHLCQXGHF-BFBOQWQESA-N","2-oxopropanoyl 2-hydroxy-2-[(3S,4R,5S,6S)-3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl]propaneperoxoate","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129674402,"Fructose-glutamate","fructose-glutamate",323.250,"C11H17NO10",189.000,472.000,-3.800,22,6,11,1,"InChI=1S/C11H17NO10/c12-4-1-2-5(14)20-11(21-9(4)18)8(17)6(15)7(16)10(19,3-13)22-11/h4,6-8,13,15-17,19H,1-3,12H2/t4-,6+,7+,8+,10+,11?/m1/s1","C1CC(=O)OC2([C@H]([C@H]([C@@H]([C@@](O2)(CO)O)O)O)O)OC(=O)[C@@H]1N","PPOQPTVIMITVTI-VTRKILKPSA-N","(2S,3S,4S,5S,9R)-9-amino-2,3,4,5-tetrahydroxy-2-(hydroxymethyl)-1,7,13-trioxaspiro[5.7]tridecane-8,12-dione","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129670434,"5-Deoxy-5-allyl-d-fructose","5-deoxy-5-allyl-d-fructose",205.230,"C9H16O5",98.000,192.000,-1.300,14,4,5,7,"InChI=1S/C9H16O5/c1-2-3-6(4-10)8(13)9(14)7(12)5-11/h2,6,8-11,13-14H,1,3-5H2/t6-,8-,9-/m1/s1/i1D","[2H]C=CC[C@H](CO)[C@H]([C@@H](C(=O)CO)O)O","VESUJLQUYMHNMC-UGAZXLRZSA-N","(3S,4R,5R)-8-deuterio-1,3,4-trihydroxy-5-(hydroxymethyl)oct-7-en-2-one","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
129649666,"3,4,6-Tri-O-methyl-d-fructose","3,4,6-tri-O-methyl-d-fructose",225.250,"C9H18O6",85.200,183.000,-1.600,15,2,6,8,"InChI=1S/C9H18O6/c1-13-5-7(12)9(15-3)8(14-2)6(11)4-10/h7-10,12H,4-5H2,1-3H3/t7-,8-,9-/m1/s1/i1D,2D,3D","[2H]COC[C@H]([C@H]([C@@H](C(=O)CO)OC[2H])OC[2H])O","CRELNBXTZMETBV-VLYZVUQCSA-N","(3S,4R,5R)-3,4,6-tris(deuteriomethoxy)-1,5-dihydroxyhexan-2-one","","Literature",1,"",20170913,"Springer Nature","Journal Publishers",""
552762,"D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime","d-Glucose,o-methyloxime,pentakis(trimethylsilyl) derivative|D-Fructose, 1,3,4,5,6-pentakis-O-(trimethylsilyl)-, O-methyloxime",570.100,"C22H55NO6Si5",67.700,630.000,"",34,0,7,16,"InChI=1S/C22H55NO6Si5/c1-24-23-19(17-25-30(2,3)4)21(28-33(11,12)13)22(29-34(14,15)16)20(27-32(8,9)10)18-26-31(5,6)7/h20-22H,17-18H2,1-16H3","CON=C(CO[Si](C)(C)C)C(C(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C","ACDMQGXCXUQPRR-UHFFFAOYSA-N","N-methoxy-1,3,4,5,6-pentakis(trimethylsilyloxy)hexan-2-imine","","Chemical and Physical Properties",1,"",20050327,"NIST Mass Spectrometry Data Center","Governmental Organizations",""
553820,"Fructose, 3,4,5-tris-O-(trimethylsilyl)-, 1,6-bis[bis(trimethylsilyl) phosphate], D-","Fructose, 3,4,5-tris-O-(trimethylsilyl)-, 1,6-bis[bis(trimethylsilyl) phosphate], D-|1,6-Bis-O-(bis[(trimethylsilyl)oxy]phosphoryl)-3,4,5-tris-O-(trimethylsilyl)hex-2-ulose #",845.400,"C27H70O12P2Si7",134.000,1090.000,"",48,0,12,23,"InChI=1S/C27H70O12P2Si7/c1-42(2,3)33-25(23-32-41(30,38-47(16,17)18)39-48(19,20)21)27(35-44(7,8)9)26(34-43(4,5)6)24(28)22-31-40(29,36-45(10,11)12)37-46(13,14)15/h25-27H,22-23H2,1-21H3","C[Si](C)(C)OC(COP(=O)(O[Si](C)(C)C)O[Si](C)(C)C)C(C(C(=O)COP(=O)(O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C","SLOIBNKEZFUIEJ-UHFFFAOYSA-N","[6-bis(trimethylsilyloxy)phosphoryloxy-2-oxo-3,4,5-tris(trimethylsilyloxy)hexyl] bis(trimethylsilyl) phosphate","","",0,"",20050327,"ABI Chem|ChemSpider|NextBio|NIST Mass Spectrometry Data Center","Chemical Vendors|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
561644,"Tetrabenzyl-5-O-p-phenazobenzoyl-d-fructose","Tetrabenzyl-5-O-p-phenazobenzoyl-d-fructose|1,3,4,6-Tetra-O-benzyl-5-O-(4-[(E)-phenyldiazenyl]benzoyl)hex-2-ulose #",748.900,"C47H44N2O7",105.000,1110.000,8.900,56,0,9,22,"InChI=1S/C47H44N2O7/c50-43(34-52-30-36-16-6-1-7-17-36)45(54-32-38-20-10-3-11-21-38)46(55-33-39-22-12-4-13-23-39)44(35-53-31-37-18-8-2-9-19-37)56-47(51)40-26-28-42(29-27-40)49-48-41-24-14-5-15-25-41/h1-29,44-46H,30-35H2","C1=CC=C(C=C1)COCC(C(C(C(=O)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OC(=O)C5=CC=C(C=C5)N=NC6=CC=CC=C6","PTVDYFUELGFQOP-UHFFFAOYSA-N","[5-oxo-1,3,4,6-tetrakis(phenylmethoxy)hexan-2-yl] 4-phenyldiazenylbenzoate","","",0,"",20050327,"ABI Chem|ChemSpider|NextBio|NIST Mass Spectrometry Data Center","Chemical Vendors|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
9577100,"L-Fructose, (2,4-dinitrophenyl)hydrazone","L-Fructose, (2,4-dinitrophenyl)hydrazone|54538-25-9",360.280,"C12H16N4O9",217.000,492.000,-0.900,25,6,11,7,"InChI=1S/C12H16N4O9/c17-4-8(11(20)12(21)10(19)5-18)14-13-7-2-1-6(15(22)23)3-9(7)16(24)25/h1-3,10-13,17-21H,4-5H2/b14-8-/t10-,11-,12-/m0/s1","C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N/N=C(/CO)\\[C@@H]([C@H]([C@H](CO)O)O)O","WVGFITUPUJHJSU-SXLAMHARSA-N","(2S,3R,4S,5Z)-5-[(2,4-dinitrophenyl)hydrazinylidene]hexane-1,2,3,4,6-pentol","","Classification|Names and Identifiers",2,"",20061024,"ChemIDplus|ChemSpider|NextBio|ToxPlanet","Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
10080704,"5-Deoxy-d-fructose","5-deoxy-d-fructose",164.160,"C6H12O5",98.000,124.000,-2.300,11,4,5,5,"InChI=1S/C6H12O5/c7-2-1-4(9)6(11)5(10)3-8/h4,6-9,11H,1-3H2/t4-,6+/m1/s1","C(CO)[C@H]([C@@H](C(=O)CO)O)O","XHRNJZRZXZGBMY-XINAWCOVSA-N","(3S,4R)-1,3,4,6-tetrahydroxyhexan-2-one","","Literature",1,"",20061025,"ChemSpider|DiscoveryGate|Japan Chemical Substance Dictionary (Nikkaji)|NextBio|Springer Nature|Thieme Chemistry|Thomson Pharma","Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
11010170,"4-Deoxy-D-fructose 6-phosphoric acid","SCHEMBL5793249|4-Deoxy-D-fructose 6-phosphoric acid|[(2S,4S)-2,4,6-trihydroxy-5-oxohexyl] dihydrogen phosphate",244.140,"C6H13O8P",145.000,248.000,-3.400,15,5,8,7,"InChI=1S/C6H13O8P/c7-2-6(10)5(9)1-4(8)3-14-15(11,12)13/h4-5,7-9H,1-3H2,(H2,11,12,13)/t4-,5-/m0/s1","C([C@@H](COP(=O)(O)O)O)[C@@H](C(=O)CO)O","LRNWCGWZMFKGND-WHFBIAKZSA-N","[(2S,4S)-2,4,6-trihydroxy-5-oxohexyl] dihydrogen phosphate","","Patents",1,"",20061026,"DiscoveryGate|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|NextBio|PATENTSCOPE (WIPO)|SureChEMBL|Thomson Pharma","Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
11108390,"1-Deoxy-1-(p-toluidino)-D-fructose","SCHEMBL5852846|1-Deoxy-1-(p-toluidino)-D-fructose|ZINC100730549|(3S,4R,5R)-3,4,5,6-tetrahydroxy-1-(4-methylanilino)hexan-2-one",269.290,"C13H19NO5",110.000,278.000,0.000,19,5,6,7,"InChI=1S/C13H19NO5/c1-8-2-4-9(5-3-8)14-6-10(16)12(18)13(19)11(17)7-15/h2-5,11-15,17-19H,6-7H2,1H3/t11-,12-,13-/m1/s1","CC1=CC=C(C=C1)NCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","UGWBOGBIRYZHIX-JHJVBQTASA-N","(3S,4R,5R)-3,4,5,6-tetrahydroxy-1-(4-methylanilino)hexan-2-one","","Literature|Patents",2,"",20061026,"Chemieliva Pharmaceutical Co., Ltd|ChemSpider|DiscoveryGate|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|NextBio|PATENTSCOPE (WIPO)|SureChEMBL|Thieme Chemistry|Thomson Pharma|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
15764506,"Fructose-6-phosphat","fructose-6-phosphat",276.140,"C6H13O10P",177.000,316.000,-4.500,17,7,10,3,"InChI=1S/C6H13O10P/c7-1-6(11)4(10)2(8)3(9)5(15-6)16-17(12,13)14/h2-5,7-11H,1H2,(H2,12,13,14)/t2-,3-,4-,5+,6-/m0/s1","C([C@]1([C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)O)O)O)O)O)O","IWXJFRXOTVJKQC-XKTQNOIPSA-N","[(2R,3S,4S,5S,6S)-3,4,5,6-tetrahydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate","","Literature|Patents",2,"",20070212,"PATENTSCOPE (WIPO)|Springer Nature","Governmental Organizations|Journal Publishers",""
16213210,"D-Fructose 6-phosphate disodium salt hydrate, >=98%, amorphous powder","D-Fructose 6-phosphate disodium salt hydrate, >=98%, amorphous powder",322.110,"C6H13Na2O10P",164.000,278.000,"",19,5,10,3,"InChI=1S/C6H13O9P.2Na.H2O/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13;;;/h3-5,7-10H,1-2H2,(H2,11,12,13);;;1H2/q;2*+1;/p-2/t3-,4-,5+,6-;;;/m1.../s1","C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)([O-])[O-].O.[Na+].[Na+]","VSCMQICEHMPOEC-HTKRKRNRSA-L","disodium;[(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl phosphate;hydrate","","",0,"",20070712,"Ambinter|Aurora Fine Chemicals LLC|Chembase.cn|ChemSpider|DiscoveryGate|Sigma-Aldrich","Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services",""
18534396,"1-Fluoro-1-deoxy-D-fructose, ~98% (TLC)","1-Fluoro-1-deoxy-D-fructose, ~98% (TLC)",182.150,"C6H11FO5",98.000,151.000,-2.200,12,4,6,5,"InChI=1S/C6H11FO5/c7-1-3(9)5(11)6(12)4(10)2-8/h4-6,8,10-12H,1-2H2","C(C(C(C(C(=O)CF)O)O)O)O","RSKQTWRWSVXAHS-UHFFFAOYSA-N","1-fluoro-3,4,5,6-tetrahydroxyhexan-2-one","","",0,"",20071204,"Aurora Fine Chemicals LLC|Chembase.cn|ChemSpider|Sigma-Aldrich","Chemical Vendors|Legacy Depositors|Research and Development",""
21601248,"5,6-Diazido-5,6-dideoxy-D-fructose","5,6-Diazido-5,6-dideoxy-D-fructose",230.180,"C6H10N6O4",107.000,334.000,-0.100,16,3,8,7,"InChI=1S/C6H10N6O4/c7-11-9-1-3(10-12-8)5(15)6(16)4(14)2-13/h3,5-6,13,15-16H,1-2H2/t3-,5-,6-/m1/s1","C([C@H]([C@H]([C@@H](C(=O)CO)O)O)N=[N+]=[N-])N=[N+]=[N-]","DKYUOBZAJTZMLJ-UYFOZJQFSA-N","(3S,4R,5R)-5,6-diazido-1,3,4-trihydroxyhexan-2-one","","Literature",1,"",20071205,"ChemSpider|DiscoveryGate|Japan Chemical Substance Dictionary (Nikkaji)|Thieme Chemistry","Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
22294790,"6-O-[2-O,3-O,4-O,6-O-Tetrakis(trimethylsilyl)-alpha-D-glucopyranosyl]-1-O,3-O,4-O,5-O-tetrakis(trimethylsilyl)-D-fructose","56145-26-7|6-O-[2-O,3-O,4-O,6-O-Tetrakis(trimethylsilyl)-alpha-D-glucopyranosyl]-1-O,3-O,4-O,5-O-tetrakis(trimethylsilyl)-D-fructose",919.700,"C36H86O11Si8",109.000,1170.000,"",55,0,11,24,"InChI=1S/C36H86O11Si8/c1-48(2,3)39-25-28(37)31(43-51(10,11)12)33(45-53(16,17)18)30(42-50(7,8)9)26-38-36-35(47-55(22,23)24)34(46-54(19,20)21)32(44-52(13,14)15)29(41-36)27-40-49(4,5)6/h29-36H,25-27H2,1-24H3/t29-,30-,31-,32-,33-,34+,35-,36+/m1/s1","C[Si](C)(C)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(=O)CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C","KIICKJRSWOMAAE-ZAWPKIGQSA-N","(3S,4R,5R)-1,3,4,5-tetrakis(trimethylsilyloxy)-6-[(2S,3R,4S,5R,6R)-3,4,5-tris(trimethylsilyloxy)-6-(trimethylsilyloxymethyl)oxan-2-yl]oxyhexan-2-one","","",0,"",20071205,"ChemSpider|Japan Chemical Substance Dictionary (Nikkaji)|ToxPlanet","Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
22315804,"4-O-a-D-Glucopyranosyl-D-fructose, 9CI","4-O-a-D-Glucopyranosyl-D-fructose, 9CI|1,3,4,6-tetrahydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one",342.300,"C12H22O11",197.000,378.000,-4.800,23,8,11,8,"InChI=1S/C12H22O11/c13-1-4(16)7(17)8(18)5(2-14)22-12-11(21)10(20)9(19)6(3-15)23-12/h5-15,17-21H,1-3H2","C(C1C(C(C(C(O1)OC(CO)C(C(C(=O)CO)O)O)O)O)O)O","DXALOGXSFLZLLN-UHFFFAOYSA-N","1,3,4,6-tetrahydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one","","Chemical and Physical Properties|Literature|Names and Identifiers",3,"",20071205,"Biocore|Human Metabolome Database (HMDB)|THE BioTek","Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development",""
24886236,"6-O-Octadecanoyl-1,5-anhydro-D-fructose","SCHEMBL6667668|6-O-Octadecanoyl-1,5-anhydro-D-fructose|[(2R,3S,4S)-3,4-dihydroxy-5-oxooxan-2-yl]methyl octadecanoate",428.600,"C24H44O6",93.100,453.000,6.800,30,2,6,19,"InChI=1S/C24H44O6/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22(26)30-19-21-24(28)23(27)20(25)18-29-21/h21,23-24,27-28H,2-19H2,1H3/t21-,23-,24-/m1/s1","CCCCCCCCCCCCCCCCCC(=O)OC[C@@H]1[C@H]([C@@H](C(=O)CO1)O)O","SCDADWACVUHUKY-GMKZXUHWSA-N","[(2R,3S,4S)-3,4-dihydroxy-5-oxooxan-2-yl]methyl octadecanoate","","Patents",1,"",20080908,"DiscoveryGate|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|SureChEMBL|Thomson Pharma","Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
42609786,"Fructose-1,6-bisphosphate","fructose-1,6-bisphosphate",338.100,"C6H12O12P2-2",209.000,423.000,-5.700,20,5,12,6,"InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/p-2/t3-,4-,5+,6+/m1/s1","C([C@@H]1[C@H]([C@@H]([C@@](O1)(COP(=O)(O)[O-])O)O)O)OP(=O)(O)[O-]","RNBGYGVWRKECFJ-ZXXMMSQZSA-L","[(2S,3S,4S,5R)-2,3,4-trihydroxy-5-[[hydroxy(oxido)phosphoryl]oxymethyl]oxolan-2-yl]methyl hydrogen phosphate","","Literature",1,"",20090619,"Nature Chemical Biology|Springer Nature","Journal Publishers",""
46936908,"1,4-Deoxy-4-((5-hydroxymethyl-2,3,4-trihydroxycyclohex-5-enyl)amino)fructose","1,4-DEOXY-4-((5-HYDROXYMETHYL-2,3,4-TRIHYDROXYCYCLOHEX-5-ENYL)AMINO)FRUCTOSE|Q27095002",305.320,"C13H23NO7",143.000,391.000,-3.700,21,7,8,3,"InChI=1S/C13H23NO7/c1-5-9(12(19)8(16)4-21-5)14-7-2-6(3-15)10(17)13(20)11(7)18/h2,5,7-20H,3-4H2,1H3/t5-,7-,8+,9+,10-,11-,12-,13+/m1/s1","C[C@@H]1[C@@H]([C@@H]([C@H](CO1)O)O)N[C@@H]2C=C([C@H]([C@@H]([C@@H]2O)O)O)CO","LTAGIBUDYBSPEG-HCDBHUNCSA-N","(1R,2S,3R,6R)-6-[[(2R,3R,4S,5S)-4,5-dihydroxy-2-methyloxan-3-yl]amino]-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol","","Names and Identifiers|Patents",2,"",20101109,"Chembase.cn|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|Google Patents|Wikidata","Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development",""
49792854,"6-Deoxy-6-[18F]fluoro-D-fructose","SCHEMBL13058751|6-[18F]FDF|6-Deoxy-6-[18F]fluoro-D-fructose|(3S,4S,5S)-5-(fluoranylmethyl)-2-(hydroxymethyl)oxolane-2,3,4-triol",181.150,"C6H11FO5",90.200,166.000,-1.800,12,4,6,2,"InChI=1S/C6H11FO5/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,8-11H,1-2H2/t3-,4-,5+,6?/m1/s1/i7-1","C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)[18F]","ODWGBJLPHMOVNK-RBNIXVMYSA-N","(3S,4S,5S)-5-((18F)fluoranylmethyl)-2-(hydroxymethyl)oxolane-2,3,4-triol","","Biomolecular Interactions and Pathways|Literature|Patents",3,"",20101220,"Google Patents|IBM|Molecular Imaging and Contrast Agent Database (MICAD)|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL|Thomson Pharma","Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
53389628,"Fructose-lysine","fructose-lysine|SCHEMBL669643",308.330,"C12H24N2O7",176.000,327.000,-3.400,21,6,9,12,"InChI=1S/C12H24N2O7/c13-4-2-1-3-7(14)12(20)21-6-9(17)11(19)10(18)8(16)5-15/h7-8,10-11,15-16,18-19H,1-6,13-14H2/t7-,8+,10+,11+/m0/s1","C(CCN)C[C@@H](C(=O)OCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)N","KJNHZLMZXSLIQY-SCVMZPAESA-N","[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl] (2S)-2,6-diaminohexanoate","","Literature|Patents",2,"",20111024,"Chemhere|IBM|SureChEMBL|Thomson Pharma","Chemical Vendors|Curation Efforts|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
54539158,"1-O-Palmitoyl-D-fructose","1-O-Palmitoyl-D-fructose|SCHEMBL6357985",418.600,"C22H42O7",124.000,414.000,4.700,29,4,7,21,"InChI=1S/C22H42O7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-20(26)29-17-19(25)22(28)21(27)18(24)16-23/h18,21-24,27-28H,2-17H2,1H3/t18-,21-,22-/m1/s1","CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","ZBXCBBPTCKETRB-STZQEDGTSA-N","[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl] hexadecanoate","","Patents",1,"",20111204,"IBM|Japan Chemical Substance Dictionary (Nikkaji)|SureChEMBL","Curation Efforts|Governmental Organizations|Research and Development",""
